track_id,track_name,track_number,track_popularity,explicit,artist_name,artist_popularity,artist_followers,artist_genres,album_id,album_name,album_release_date,album_total_tracks,album_type,track_duration_min
03ERnTvSV5fy8WAyvA4uNP,"Big Gangsta",1,65,TRUE,"Kevin Gates",74,6808651,N/A,6wO4VuzPpcIfh4W8AOjUPI,"Big Gangsta",2021-03-26,1,single,4.05
0dKg2vGC1hFqcK5LGTaKzX,Tusa,15,69,TRUE,"KAROL G",87,60395783,"reggaeton, latin, urbano latino",5CS8E6JVACItYto4OOJoPW,KG0516,2021-03-26,16,album,3.36
137mSruegm1u6x9NvwiagR,"Unstable (feat. The Kid LAROI)",6,62,FALSE,"Justin Bieber",91,85008100,"pop, contemporary r&b",5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19,16,album,2.63
3WIifw9lqdgSZpt9renBAg,Yosemite,8,56,FALSE,"Lana Del Rey",88,51821190,"alternative pop, indie pop",6QeosPQpJckkW0Obir5RT8,"Chemtrails Over The Country Club",2021-03-19,11,album,5.1
776AftMmFFAWUIEAb3lHhw,"ZITTI E BUONI",1,71,TRUE,Måneskin,76,10636129,N/A,7KF1Ain9mYYlg5M46g0i4A,"Teatro d'ira - Vol. I",2021-03-19,8,compilation,3.24
1nahzW3kfMuwReTka28tH5,"Hold On",9,70,FALSE,"Justin Bieber",91,85050158,"pop, contemporary r&b",5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19,16,album,2.84
6Xgq7MvZiet0hVi3KaDSgJ,"Holy (feat. Chance The Rapper)",5,66,FALSE,"Justin Bieber",91,85034636,"pop, contemporary r&b",5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19,16,album,3.53
4pt5fDVTg5GhEvEtlz9dKk,"I WANNA BE YOUR SLAVE",4,81,TRUE,Måneskin,76,10636129,N/A,7KF1Ain9mYYlg5M46g0i4A,"Teatro d'ira - Vol. I",2021-03-19,8,compilation,2.88
3S8jK1mGzQi24ilFb45DAZ,"Lonely (with benny blanco)",16,70,TRUE,"Justin Bieber",91,85034636,"pop, contemporary r&b",5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19,16,album,2.48
27UcQ6dAvQrgH9C880rCM3,"Love You Different (feat. BEAM)",13,57,FALSE,"Justin Bieber",91,85034636,"pop, contemporary r&b",5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19,16,album,3.11
2tB9OFgAHjAds3cqquLlvp,"Loved By You (feat. Burna Boy)",14,64,FALSE,"Justin Bieber",91,85008100,"pop, contemporary r&b",5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19,16,album,2.65
680qLWCMRfR6evrNNBCE9e,"MLK Interlude",7,45,FALSE,-,28,714,N/A,5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19,16,album,1.73
3T03rPwlL8NVk1yIaxeD8U,"Off My Face",4,71,FALSE,"Justin Bieber",91,85022258,"pop, contemporary r&b",5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19,16,album,2.6
0oaY19dUwZimIgzn3ZZLZO,"2 Much",1,66,FALSE,"Justin Bieber",91,85022258,"pop, contemporary r&b",5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19,16,album,2.54
2WnAKZefdRHxtBEkRjFOHC,Anyone,15,70,FALSE,"Justin Bieber",91,85008100,"pop, contemporary r&b",5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19,16,album,3.17
6F2r4HgpJnvKDmkN6JEN6J,"As I Am (feat. Khalid)",3,61,FALSE,"Justin Bieber",91,85022258,"pop, contemporary r&b",5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19,16,album,2.9
1xFkcJjWuLlq8CIymwSTw9,buzzkill,2,0,TRUE,MOTHICA,50,319352,N/A,3GWDTDhstbhNxfyZJKwqVU,"forever fifteen",2021-03-19,6,single,2.33
4iJyoBOLtHqaGxP12qzhQI,"Peaches (feat. Daniel Caesar & Giveon)",12,80,TRUE,"Justin Bieber",91,85008100,"pop, contemporary r&b",5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19,16,album,3.3
3buwFfY33H32wfZ6X9poV3,Somebody,10,59,FALSE,"Justin Bieber",91,85034636,"pop, contemporary r&b",5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19,16,album,2.99
7eZXAeqqdLDrAp2MvrPzWn,stranger,2,73,TRUE,"Jhené Aiko",75,9617522,r&b,6zp8MKrhIwSdZojADmIDim,"Sailing Soul(s)",2021-03-19,16,album,3.58
7HMz8o0m7ASQ3ImFPfhWTY,CORALINE,2,69,FALSE,Måneskin,76,10636129,N/A,7KF1Ain9mYYlg5M46g0i4A,"Teatro d'ira - Vol. I",2021-03-19,8,compilation,5
6TZitk9QD7531Jl1TT7TeH,"Dance Till We Die",10,52,TRUE,"Lana Del Rey",88,51773650,"alternative pop, indie pop",6QeosPQpJckkW0Obir5RT8,"Chemtrails Over The Country Club",2021-03-19,11,album,4.05
1dBBmAddRRIw6GwF7dPz6z,"Dark But Just A Game",6,58,TRUE,"Lana Del Rey",88,51773650,"alternative pop, indie pop",6QeosPQpJckkW0Obir5RT8,"Chemtrails Over The Country Club",2021-03-19,11,album,3.92
5NU40QTlXrDUJzDBdv79bg,"Deserve You",2,62,FALSE,"Justin Bieber",91,85022258,"pop, contemporary r&b",5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19,16,album,3.12
7aely3H8kMj9o0gt6vXHE1,"Die For You (feat. Dominic Fike)",8,58,FALSE,"Justin Bieber",91,85008100,"pop, contemporary r&b",5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19,16,album,3.3
7mI9rsiQgHVlXjnbmbYgO5,funhouse,3,0,TRUE,MOTHICA,50,319377,N/A,3GWDTDhstbhNxfyZJKwqVU,"forever fifteen",2021-03-19,6,single,3.07
5dPz35akJjPqb17yeqNwqH,Ghost,11,71,FALSE,"Justin Bieber",91,85022258,"pop, contemporary r&b",0w1dwXfG5z6Xjjgj524JkD,Justice,2021-03-19,16,album,2.55
2p24lqlIGdDXaLVff4NwH8,"I Miss You",10,0,FALSE,blink-182,76,9291705,"pop punk, punk, rock, skate punk, emo",7qGJS3upTyt5Ad1MeslTg2,"Goodbye Songs",2021-03-12,33,compilation,3.79
079Ey5uxL04AKPQgVQwx5h,"Baila Conmigo (with Rauw Alejandro)",3,65,FALSE,"Selena Gomez",81,53267200,N/A,2jGa3OwXatFYQAIS7OV7k9,"Revelación - EP",2021-03-12,7,single,3.1
6nRmVG5SgwxkEEOzImCId6,"BED (I got a bed but I'd rather be in yours tonight)",1,26,FALSE,"Anthem Hits Platinum",23,1636,N/A,0m44d7ItuCrZD6CPZrjjpx,"BED (I got a bed but I'd rather be in yours tonight)",2021-03-05,1,single,2.96
65OVbaJR5O1RmwOQx0875b,"Wants and Needs (feat. Lil Baby)",2,76,TRUE,Drake,95,103067383,rap,5LuoozUhs2pl3glZeAJl89,"Scary Hours 2",2021-03-05,3,single,3.21
09rBX6mQFN1GFJgfqUQak5,"Why Do You Love Me",7,47,TRUE,"Charlotte Lawrence",53,1178491,N/A,0UkABhrJ1PM3iQ1NxAxDsq,Charlotte,2021-03-05,7,album,2.86
4u4NyuceXP7Uzh7XFJKCr1,"Hold On",1,65,FALSE,"Justin Bieber",91,85034636,"pop, contemporary r&b",1btu3XEwHsImFreF8dVV6J,"Hold On",2021-03-05,1,single,2.84
46u5B2WN4wryYLZuMAOmI4,"Hurts So Good",13,70,FALSE,"Astrid S",62,1379500,"norwegian pop",0inJNc0fFD60UAIdFbnedW,"Leave It Beautiful (Complete)",2021-03-05,16,album,3.47
7MAibcTli4IisCtbHKrGMh,"Leave The Door Open",1,3,FALSE,"Bruno Mars",90,75492598,N/A,7dfPqXck6BB9wpThrVYBss,"Leave The Door Open",2021-03-05,1,single,4.03
3Umh6PJHtxIi1FTMliXQ72,"Letters from Home",38,36,FALSE,"John Michael Montgomery",59,1198427,"country, classic country",0JJnEQIUKUKIzFolsQ5B7Q,"00's US Hits",2021-03-05,57,compilation,4.45
7CHNIK6EGjnwpWkSpx6JZe,Medicine,1,52,FALSE,"James Arthur",79,20852039,"soft pop",6K8gvUTwVftCa3gd0MFtI4,Medicine,2021-03-05,1,single,3.48
4nyY8oVjbX2d4qzlpiVM5n,"Ruin My Life",9,74,TRUE,"Zara Larsson",77,10912927,N/A,79y7DSLFQH3907u4ysOMGr,"Poster Girl",2021-03-05,12,album,3.16
2769RhOZs0ezRncRW1vryp,"Till Forever Falls Apart",1,66,TRUE,Ashe,69,2554758,N/A,6hjheUnJ3Gp8ll5DuE1VUz,"Till Forever Falls Apart",2021-03-02,1,single,3.71
0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,1,78,FALSE,Majestic,61,99150,N/A,6PzYuR9c0CYCPJTnqylPhd,Rasputin,2021-02-26,1,single,3.1
5UY8jf31X2hJkiAualFTyh,Selfish,10,62,FALSE,"Madison Beer",74,8493078,N/A,1TKYO9znkrY14VayHze05r,"Life Support",2021-02-26,17,album,3.72
3gIMOdOuqPb0ngihSVkuQx,"Never Enough",1,0,FALSE,"Two Feet",67,2177177,N/A,73w7az92DF6Xw1taumKWpj,"Max Maco Is Dead Right? (1-4)",2021-02-26,4,single,2.71
4y3g40TWe7fCWCayJZuGvw,"Good In Goodbye",2,66,TRUE,"Madison Beer",74,8493078,N/A,1TKYO9znkrY14VayHze05r,"Life Support",2021-02-26,17,album,2.36
645Exr2lJIO45Guht3qyIa,"Gasoline (feat. Taylor Swift)",14,57,FALSE,HAIM,65,1436277,N/A,396EJBtUzseofX2YCBJVvM,"Women In Music Pt. III",2021-02-19,18,album,3.22
7nUcblVth02Le1VMt0ji9F,"Do Not Seek Absolution",5,40,FALSE,"David Ferguson",43,16099,N/A,2zrs5y8YIgPQAyW81vpfSh,"The Music of Red Dead Redemption 2: The Housebuilding EP",2021-02-12,5,single,4.18
7enfaPLtX5sDkToQch7Qzo,"He's So Good",1,0,TRUE,"Trash Boat",38,127334,"pop punk, emo, queercore",2oT1rOIQQ8GDcQLA0Hh7Vl,"He's So Good",2021-02-12,1,single,3.77
6JE6R5U2Sr6sXubMWK6Ifr,"Suga Suga",6,30,FALSE,"Lofi Fruits Music",65,967494,"lo-fi hip hop, lo-fi, lo-fi beats",337cf0jQsibJt22a8XxKA9,"Concentrate Your Mind",2021-02-12,6,single,1.91
2MJz8BxxMsERULatmBikDH,"At My Worst",10,0,FALSE,"Pink Sweat$",61,1862702,N/A,74UvOvL6L4tZbYFtY759ZG,"PINK PLANET",2021-02-12,18,album,2.83
5kRkmlTg652iibMYaq7JJo,"Outer Space",1,0,TRUE,bands<3,0,237,N/A,3HmcmIkuG4aoRWKp4FHkWw,"Outer Space",2021-02-12,1,single,3.24
1diS6nkxMQc3wwC4G1j0bh,"We're Good",13,67,FALSE,"Dua Lipa",85,46895665,pop,0JeyP8r2hBxYIoxXv11XiX,"Future Nostalgia (The Moonlight Edition)",2021-02-11,19,album,2.75
33kxP9sQOzB3fRL8zl17uK,"The Hills",10,53,TRUE,"The Weeknd",94,113039308,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,4.03
1FFShrKUIq1JiOLiZbg2JC,"The Morning",17,45,TRUE,"The Weeknd",93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,5.26
79UJTjTabqsQUhLkTJlSit,"What's Up?",8,0,FALSE,"4 Non Blondes",65,699249,N/A,6DicUtwr6mr9kpVnFGiJFt,"90s Pop Hits",2021-02-05,28,compilation,4.86
37NfmgIw3hLatdtt7c8PNm,"Love Me Harder",14,51,FALSE,"Ariana Grande",90,107389514,pop,5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,3.93
67HlBRWRSjAHY2ujn6eOan,Often,9,48,TRUE,"The Weeknd",94,112995439,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,4.15
2bk3kDxxFLHafZDuw06Fxs,"Die For You",12,49,FALSE,"The Weeknd",94,112995439,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,4.33
1cQ3LIkZE68pMSnPhZWXLu,"Earned It (Fifty Shades Of Grey)",13,78,TRUE,"The Weeknd",94,112995439,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,4.62
7graOvVPwjmSFwJ3rHoPDt,Heartless,8,43,TRUE,"The Weeknd",93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,3.3
23Gv9vq4FurPK6np6xX0Bi,"I Feel It Coming",5,48,FALSE,"The Weeknd",93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,4.48
1F65jvOrItxUyNK30z6Yht,"In Your Eyes",3,42,TRUE,"The Weeknd",93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,3.95
6pdyvJQkPkwo2WoDH7tFHO,"Killshot - Slowed + Reverb",1,75,FALSE,"Magdalena Bay",68,554509,N/A,4Ey0ngdLf4iXL84gdv0zjA,"Killshot (Slowed + Reverb)",2021-02-05,1,single,4.63
1m5kZFmm90hPXzXr1Hpsne,Acquainted,15,39,TRUE,"The Weeknd",94,112995439,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,5.81
2xUuzDqjpXP0kwqZ5wGpVv,"After Hours",18,40,FALSE,"The Weeknd",94,112995439,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,6.01
0djfvA3c8AxxlQolu6zn6K,"Blinding Lights",2,43,FALSE,"The Weeknd",93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,3.33
11FvynPeozvRw769iN9kV7,"Call Out My Name",11,46,FALSE,"The Weeknd",93,112957721,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,3.8
463Zbb2V5mG4mFflg2RS41,"Can't Feel My Face",4,51,FALSE,"The Weeknd",94,113039308,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,3.55
2B88kyD8JVMOHXdja0mFvx,"Wicked Games",16,48,TRUE,"The Weeknd",94,112995439,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,5.42
6huNf4dutXRjJyGn7f5BPS,"Pray For Me",7,76,TRUE,"The Weeknd",94,113039308,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,3.52
06fglfpCAtDtmlyfJYgA01,"Save Your Tears",1,45,TRUE,"The Weeknd",93,112957721,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,3.59
38JOdzBE9kPj5UhKtqIIqQ,Starboy,6,51,TRUE,"The Weeknd",94,112995439,"r&b pop, alternative r&b, hip hop, synthpop",5L5evi5tJPh8WaEFAQp7Tp,"The Highlights",2021-02-05,18,compilation,3.84
7sq2z9oX2S0CvgTqCZ0ko4,Strange,4,73,FALSE,Celeste,63,703644,N/A,3bqEvlGHE4amqPGZtdMnep,"Not Your Muse (Deluxe)",2021-01-29,21,album,4.26
6xTp4nC8NBRSYMxGqIikSh,Caroline,5,55,FALSE,"Arlo Parks",53,650334,N/A,42joEEymK7EIHODfNB4yug,"Collapsed In Sunbeams",2021-01-29,12,album,3.61
7029PpV3DYkpqVVI9hOhGL,"In My Box",1,22,FALSE,"Bonalt & Hadi",15,425,N/A,4qeWLn250v6texIBLreJ0L,"In My Box",2021-01-22,1,single,2.78
0psS4i5YooJrXfDnGvWRLi,"Lo Vas A Olvidar (with ROSALÍA)",1,61,FALSE,"Billie Eilish",90,118728633,"alternative pop, electropop, dark pop",4E8puNI8tw7cXz6YJkwMew,"Lo Vas A Olvidar (with ROSALÍA)",2021-01-21,1,single,3.39
5uEYRdEIh9Bo4fpjDd4Na9,"Goosebumps - Remix",1,73,TRUE,"Travis Scott",89,41131037,rap,3SdFuYwyWoq7kuaHdTDcyD,"Goosebumps (Remix)",2021-01-15,1,single,2.71
1jR9XTpUeT6a82Yz4GNCCo,"Cry (feat. Grimes)",7,57,TRUE,Ashnikko,71,2614326,N/A,438ToDoVaJH5aTIXXrlDyI,DEMIDEVIL,2021-01-15,10,album,2.11
2g1KggY9PKvsoEAOaiz4xx,Daisy,1,67,TRUE,Ashnikko,71,2613864,N/A,438ToDoVaJH5aTIXXrlDyI,DEMIDEVIL,2021-01-15,10,album,2.44
4cG7HUWYHBV6R6tHn1gxrl,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",1,75,FALSE,Riton,61,161181,house,39qsmsNRXjVaFqTZj9af0j,"Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit]",2021-01-15,1,single,2.81
6Sjl4KtCBxaJza3BTTXJE6,"Ghost Boy",1,43,FALSE,"Jacob Tillberg",39,53245,N/A,2dxaM8v9ePtEClr7KiJl8z,"Ghost Boy",2021-01-15,1,single,3.46
68LpavDZpwmB39dWM3opUq,"Carrion Comfort",3,41,FALSE,aeseaes,44,50139,N/A,5Nrd1huLFrRbhBlD43UJiQ,Shapeshifter,2021-01-15,10,album,2.89
11ZulcYY4lowvcQm4oe3VJ,"Slumber Party (feat. Princess Nokia)",4,71,TRUE,Ashnikko,71,2613864,N/A,438ToDoVaJH5aTIXXrlDyI,DEMIDEVIL,2021-01-15,10,album,2.97
5YaskwnGDZFDRipaqzbwQx,"Your Love (9PM)",1,72,FALSE,ATB,62,451208,trance,7F9yYqHRtIZnEGF2tANI4b,"Your Love (9PM)",2021-01-15,1,single,2.5
3ES6cLKSNuWCZgL0X7BHSv,Colors,1,54,FALSE,"Elvis Drew",55,68438,"dark r&b",2XK3ZZKQOJnOwEYYN3ODEC,Colors,2021-01-08,1,single,2.11
4dnmtQPnXU993aEUGp0bY8,"drivers license",1,19,FALSE,"Olivia Rodrigo",85,49083617,"pop rock, alternative pop, pop punk",5m849a2zFiUwL9tFS7h7sW,"drivers license",2021-01-08,1,single,4.03
3mQDTYp5hLDefYufQhWbo2,"Arid night",1,14,FALSE,"Gary O'Slide",30,5450,"southern gothic",0bnhjrfpPXBzweqWbxRfMP,"Arid Night",2021-01-08,1,single,2.1
6sQckd3Z8NPxVVKUnavY1F,"‘tis the damn season",4,65,FALSE,"Taylor Swift",100,145489371,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,3.83
2etHQJxIbV0soyPhelVs9Y,"Best Friend (feat. Doja Cat)",1,65,TRUE,Saweetie,65,2640883,N/A,28Yv9BE6ZI6dccK0sxbEq4,"Best Friend (feat. Doja Cat)",2021-01-07,1,single,2.59
1gcyHQpBQ1lfXGdhZmWrHP,"champagne problems",2,66,TRUE,"Taylor Swift",100,145396321,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,4.06
3Dby3p1m6IOZn2gIIqECgK,"gold rush",3,64,TRUE,"Taylor Swift",100,145489371,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,3.08
55Vf4bimc1Rtfg0PAQRAo2,happiness,7,63,TRUE,"Taylor Swift",100,145396321,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,5.25
1kdWw77ZpYOkhxeuhzU1j6,"it’s time to go - bonus track",17,65,FALSE,"Taylor Swift",100,145396321,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,4.24
43Ykum9T72UOPhBN31grpN,ivy,10,64,TRUE,"Taylor Swift",100,145396321,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,4.34
6lCvK2AR2uOKkVFCVlAzzm,"tolerate it",5,65,TRUE,"Taylor Swift",100,145396321,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,4.09
0MyfdGptOUnUnGzJmiyCOG,"VIRUS - Odd Mob Remix",3,59,FALSE,GEN.KLOUD,46,17374,N/A,7BIq8KJwrUVHaRsDNY5glN,"AUTONOMY (REMIXES)",2021-01-07,7,album,3.07
5VYWxXUpxuxEmCqMLDqICo,"long story short",12,62,FALSE,"Taylor Swift",100,145396321,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,3.59
5uICWmZTLkpEVbK22PBP6e,marjorie,13,62,FALSE,"Taylor Swift",100,145396321,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,4.29
6uwfVkaOM1mcMkFmSn35ix,"no body, no crime (feat. HAIM)",6,63,FALSE,"Taylor Swift",100,145489371,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,3.59
6a8aUhYbaQBUI8PcJ5ZmQ6,closure,14,60,FALSE,"Taylor Swift",100,145443567,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,3.01
2awNGIJHodfLZSClB3PYhz,"coney island (feat. The National)",9,63,FALSE,"Taylor Swift",100,145396321,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,4.58
52OkpDsU6MmPx1AwGOb6Ap,"cowboy like me",11,64,TRUE,"Taylor Swift",100,145396321,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,4.58
66tOfHVH3aUrscg8vExRV4,dorothea,8,62,FALSE,"Taylor Swift",100,145443567,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,3.76
6Wlq9rqkxrqj5Kls4Kw14H,"evermore (feat. Bon Iver)",15,64,FALSE,"Taylor Swift",100,145443567,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,5.06
3zwMVvkBe2qIKDObWgXw4N,"right where you left me - bonus track",16,76,FALSE,"Taylor Swift",100,145542136,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,4.08
2gVhfX2Gy1T9kDuS9azrF7,willow,1,66,FALSE,"Taylor Swift",100,145443567,"country, pop, indie, folk",6AORtDjduMM3bupSWzbTSG,"evermore (deluxe version)",2021-01-07,17,album,3.57
3Ofmpyhv5UAQ70mENzB277,"Astronaut In The Ocean",1,70,TRUE,"Masked Wolf",59,787903,N/A,7vus4Q8r5DS2Dl1JClxEsA,"Astronaut In The Ocean",2021-01-06,1,single,2.21
1BG8OMufimq5K3t0xn39Al,"Oh No I Hope I Don't Fall...",1,0,FALSE,IndieHay,0,2301,N/A,5Rt5o1vliErMBeqb5G3l6g,"Oh No I Hope I Don't Fall...",2020-12-29,1,single,1.84
7fA9qOYwh3KXAMK1Eb27DC,"let all the poisons that lurk in the mud seep out",1,24,FALSE,"Kelsey Lu",40,149030,"alternative r&b, art pop",7e8P3IXeJq44CRqYI4tUim,"let all the poisons that lurk in the mud seep out",2020-12-25,1,single,3.52
7zLMYtNJcabv4h4wBnjNQI,"M3tamorphosis (feat. Kid Cudi)",6,59,TRUE,"Playboi Carti",86,15021860,"rage rap",2QRedhP5RmKJiJ1i8VgDGR,"Whole Lotta Red",2020-12-25,24,album,5.2
15JRvf02KKGHKgC31jrpuh,Meh,11,63,TRUE,"Playboi Carti",86,15026799,"rage rap",2QRedhP5RmKJiJ1i8VgDGR,"Whole Lotta Red",2020-12-25,24,album,1.97
7ejepEh5DJ79YI6owGRfkk,"New N3on",13,64,TRUE,"Playboi Carti",86,15031490,"rage rap",2QRedhP5RmKJiJ1i8VgDGR,"Whole Lotta Red",2020-12-25,24,album,1.93
4txKMpsSfZRV6durPuHVq0,"New Tank",9,67,TRUE,"Playboi Carti",86,15031490,"rage rap",2QRedhP5RmKJiJ1i8VgDGR,"Whole Lotta Red",2020-12-25,24,album,1.49
6i6whmV36EJmxs5zFahMrb,"No Sl33p",8,56,TRUE,"Playboi Carti",86,15031490,"rage rap",2QRedhP5RmKJiJ1i8VgDGR,"Whole Lotta Red",2020-12-25,24,album,1.47
03rcC8SVxCa9UdY5qgkITe,"Not PLaying",23,60,TRUE,"Playboi Carti",86,15021860,"rage rap",2QRedhP5RmKJiJ1i8VgDGR,"Whole Lotta Red",2020-12-25,24,album,2.17
3dl8bSF08LQfCf4T6CCksf,"On That Time",16,64,TRUE,"Playboi Carti",86,15026799,"rage rap",2QRedhP5RmKJiJ1i8VgDGR,"Whole Lotta Red",2020-12-25,24,album,1.7
5uYqmEN6TAAE8ss8YmprNV,"Teen X (feat. Future)",10,57,TRUE,"Playboi Carti",86,15026799,"rage rap",2QRedhP5RmKJiJ1i8VgDGR,"Whole Lotta Red",2020-12-25,24,album,3.43
4CzhtKifG867Lu5DNQVBSA,"Vamp Anthem",12,69,TRUE,"Playboi Carti",86,15031490,"rage rap",2QRedhP5RmKJiJ1i8VgDGR,"Whole Lotta Red",2020-12-25,24,album,2.06
0F13K9dwYH2zpTWiR8d628,"Go2DaMoon (feat. Kanye West)",2,63,TRUE,"Playboi Carti",86,15031490,"rage rap",2QRedhP5RmKJiJ1i8VgDGR,"Whole Lotta Red",2020-12-25,24,album,1.99
3YJJjQPAbDT7mGpX3WtQ9A,"Good Days",1,72,TRUE,SZA,87,33055350,r&b,781cKhbTPwLnPmo9BALQl7,"Good Days",2020-12-25,1,single,4.65
1BpKJw4RZxaFB88NE5uxXf,ILoveUIHateU,21,75,TRUE,"Playboi Carti",86,15031490,"rage rap",2QRedhP5RmKJiJ1i8VgDGR,"Whole Lotta Red",2020-12-25,24,album,2.25
0cgD36xPIJBdKUNJRHYDgP,JumpOutTheHouse,5,59,TRUE,"Playboi Carti",86,15031490,"rage rap",2QRedhP5RmKJiJ1i8VgDGR,"Whole Lotta Red",2020-12-25,24,album,1.55
2iqHcRoOfLl1fXCf1bGO0J,"King Vamp",17,59,TRUE,"Playboi Carti",86,15031490,"rage rap",2QRedhP5RmKJiJ1i8VgDGR,"Whole Lotta Red",2020-12-25,24,album,3.11
4CYTQpr2jc4uBScYvpEK2w,Beno!,4,59,TRUE,"Playboi Carti",86,15026799,"rage rap",2QRedhP5RmKJiJ1i8VgDGR,"Whole Lotta Red",2020-12-25,24,album,2.55
08dz3ygXyFur6bL7Au8u8J,Over,20,69,TRUE,"Playboi Carti",86,15031490,"rage rap",2QRedhP5RmKJiJ1i8VgDGR,"Whole Lotta Red",2020-12-25,24,album,2.77
